T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
54,55,67,56
57,45,64,55
60,42,62,56
61,49,62,58
61,61,63,60
60,72,65,61
58,74,65,61
58,67,64,60
58,55,62,59
57,43,60,58
56,35,58,59
55,34,58,61
54,38,58,63
54,44,59,64
56,51,59,63
59,56,59,63
60,59,58,62
60,62,58,61
59,66,58,60
57,74,59,58
56,82,60,55
57,86,60,55
60,82,60,57
62,71,60,62
62,57,60,65
59,45,60,66
55,42,60,63
52,47,60,57
50,54,60,51
49,59,59,48
50,56,58,49
52,46,57,53
54,35,57,57
56,29,58,58
59,29,60,56
61,37,63,54
61,48,64,53
61,60,64,55
59,67,64,60
58,68,65,65
57,65,67,67
58,57,68,64
59,49,68,59
59,44,65,53
59,44,61,51
57,49,57,51
56,54,54,55
56,56,54,59
56,52,56,62
56,45,58,64
56,40,61,64
56,44,63,63
56,56,63,61
56,72,63,59
57,83,63,57
58,84,62,57
60,77,61,57
61,67,61,59
61,59,60,61
59,58,60,63
57,61,60,64
55,66,60,66
54,71,60,67
55,73,61,67
57,70,62,66
59,61,63,63
61,48,64,59
60,35,66,56
58,30,66,56
56,35,65,59
55,49,63,64
57,62,61,68
59,68,60,69
61,61,59,67
60,47,59,64
58,34,59,62
54,30,58,62
52,39,58,64
52,56,58,67
54,73,59,69
57,83,60,69
58,81,61,67
59,71,62,65
58,62,62,63
56,59,61,63
55,62,60,64
56,70,60,65
58,75,59,64
60,72,59,62
61,63,58,58
61,51,58,56
60,45,59,56
59,49,61,58
59,60,62,61
60,72,63,63
60,77,62,62
60,70,60,58
58,55,57,53
55,40,55,49
54,34,53,48
54,40,53,50
55,55,55,54
57,72,58,59
59,81,61,63
59,80,63,66
59,71,63,67
58,60,62,67
57,52,60,65
57,50,59,60
57,52,60,55
57,57,62,50
56,60,64,48
54,63,66,50
52,65,66,56
52,68,65,63
52,68,65,67
54,66,64,67
55,60,64,63
56,53,63,60
56,48,63,59
55,48,63,62
54,55,63,67
54,64,63,73
55,69,63,75
55,68,63,74
55,61,62,69
56,52,61,63
57,46,59,58
59,48,57,56
60,55,55,57
60,63,54,59
59,65,54,61
57,60,55,62
56,50,57,62
57,42,59,60
60,41,61,59
62,48,64,59
63,57,66,60
61,61,68,61
59,59,70,62
57,50,70,62
56,40,68,60
57,34,66,58
60,33,63,56
62,36,60,54
62,39,59,54
60,41,59,55
58,43,61,56
55,46,62,57
55,52,63,58
56,61,62,60
57,68,60,61
59,70,57,62
59,65,55,62
58,56,55,62
56,47,58,60
54,43,61,59
52,49,65,58
51,63,66,57
52,79,65,57
54,90,62,58
56,92,58,59
57,83,55,61
58,67,55,61
58,53,57,60
58,44,60,58
57,45,63,55
57,52,65,53
57,62,64,55
58,70,62,60
59,71,60,65
59,66,59,67
58,57,60,65
57,50,61,61
55,48,62,57
55,52,62,55
56,59,64,55
58,63,65,56
59,61,65,57
59,57,63,57
58,54,60,56
56,57,57,55
54,65,55,55
53,75,55,55
54,81,59,56
56,81,65,58
58,74,69,60
59,66,69,62
59,61,66,65
58,62,61,66
56,68,56,66
54,73,55,65
52,73,57,62
52,68,61,59
53,64,64,59
55,63,64,59
56,67,61,60
57,72,57,60
57,75,54,58
56,72,54,55
56,64,57,52
57,54,60,51
58,47,63,52
60,44,63,55
61,44,62,58
60,46,61,59
57,48,61,58
54,47,63,55
52,43,65,54
52,36,68,56
55,29,69,60
59,26,67,65
62,32,65,68
62,44,63,67
59,60,61,63
54,72,60,57
50,75,60,52
49,70,59,50
51,62,59,52
55,55,59,56
59,54,61,61
61,56,63,65
60,59,64,69
58,59,64,71
55,55,61,71
53,50,58,69
53,46,55,66
56,46,55,63
59,49,55,61
62,54,57,61
62,58,59,62
61,60,59,61
59,59,60,59
57,56,59,56
56,52,60,54
58,48,60,54
60,46,61,58
61,44,62,63
61,45,63,67
59,47,64,68
57,51,65,67
56,56,64,63
57,60,63,59
60,62,60,59
61,62,57,60
61,59,55,63
60,58,55,65
57,58,58,64
56,60,61,61
57,61,65,56
60,59,67,53
62,54,67,53
62,48,65,57
59,43,62,63
56,41,59,67
53,41,58,68
51,43,58,67
52,47,59,63
53,52,61,58
55,58,62,55
55,65,64,54
55,70,64,56
54,71,64,61
55,68,63,65
55,63,62,68
57,59,61,68
58,60,60,65
58,65,59,62
58,71,59,59
57,72,60,58
56,66,62,57
56,56,63,57
57,47,63,56
59,45,62,56
61,52,60,57
62,66,58,59
62,78,56,61
61,85,57,63
59,84,58,61
56,77,60,58
52,67,62,54
49,60,61,52
49,56,59,53
52,56,57,55
57,58,54,58
61,59,54,60
63,58,57,62
63,54,62,63
61,48,68,65
59,44,71,66
57,43,71,67
57,45,67,67
58,48,61,66
61,51,56,65
63,48,54,64
65,41,56,63
65,32,59,64
63,26,63,64
60,28,64,64
58,38,63,63
57,53,61,62
57,66,60,60
57,73,60,59
57,72,61,58
56,67,63,58
54,61,64,58
52,58,64,60
52,58,63,61
53,60,61,64
56,61,59,65
58,61,57,64
59,62,57,62
59,64,58,59
58,69,60,58
56,74,63,58
55,74,64,60
54,69,65,61
54,59,65,60
54,49,65,58
54,45,65,55
55,48,65,54
55,60,66,54
57,73,66,55
58,82,66,57
59,85,65,59
58,80,64,61
57,71,62,63
56,61,61,64
54,54,60,64
53,48,59,60
52,46,58,54
52,45,58,48
52,48,58,45
53,52,59,47
53,58,60,52
54,63,62,59
55,68,62,63
56,71,62,64
57,75,62,63
58,77,63,62
58,78,63,62
58,76,62,64
58,71,61,66
58,66,59,68
58,62,58,68
57,61,58,64
56,62,59,60
54,64,61,56
53,64,64,54
54,62,65,55
56,58,64,56
59,54,62,57
61,51,59,57
62,51,58,56
62,54,58,55
60,57,58,53
58,59,59,53
56,59,58,54
56,57,56,55
56,55,54,58
57,54,54,61
57,54,55,63
57,54,58,65
57,54,61,65
56,53,63,63
55,49,63,59
54,44,61,56
54,42,59,53
54,44,58,53
55,50,59,55
55,59,61,59
55,66,63,63
56,67,64,66
59,62,63,68
61,54,61,68
63,48,59,68
63,49,57,67
61,55,56,66
59,62,58,65
57,66,60,62
56,63,62,59
57,56,63,56
58,47,62,54
58,43,62,53
58,45,62,54
56,53,62,55
55,63,63,57
54,70,62,59
54,73,61,60
55,70,60,61
56,63,59,62
57,54,58,62
57,44,59,62
57,35,60,61
56,31,60,62
55,32,60,62
55,38,60,63
56,45,60,63
58,52,61,64
60,57,62,64
61,60,63,63
61,61,63,62
61,61,63,60
60,61,62,58
58,62,62,58
57,65,61,58
56,68,61,60
56,69,62,62
57,65,64,63
59,58,65,61
60,49,64,59
61,43,61,57
60,42,57,57
58,45,54,58
56,49,53,61
55,53,56,64
54,53,60,66
54,51,64,66
53,50,65,65
53,52,64,65
54,58,62,64
55,64,61,65
57,65,61,65
59,59,63,64
58,49,65,62
57,42,65,58
55,42,64,53
55,50,63,51
55,62,61,50
56,71,60,53
57,73,60,58
59,69,62,64
60,62,64,68
60,57,66,70
60,55,67,69
58,58,66,65
56,60,65,60
54,59,64,57
53,53,65,56
54,42,67,57
56,31,68,58
58,27,68,59
60,31,66,61
60,44,63,64
60,61,60,67
59,76,58,69
59,85,57,68
60,86,58,65
61,79,62,60
63,67,66,58
63,55,68,57
62,47,69,59
59,44,66,61
56,46,62,61
53,54,58,59
52,64,56,57
53,73,56,55
55,77,58,54
56,76,61,55
56,71,64,55
56,67,65,55
55,64,64,55
55,64,61,54
56,63,59,53
57,60,58,53
59,55,57,53
61,50,57,54
62,49,58,54
61,52,57,53
58,59,57,52
54,67,57,51
52,72,58,51
53,72,59,53
56,66,60,57
60,58,61,61
63,49,61,65
64,42,60,67
61,40,57,66
57,45,55,64
54,54,53,63
53,64,53,62
55,71,55,63
57,72,58,64
59,66,61,64
60,57,64,65
60,50,66,64
59,47,66,63
58,51,66,61
58,60,64,58
57,69,61,55
57,74,57,52
55,74,52,52
54,69,50,54
53,61,50,58
53,55,53,63
54,51,58,67
56,51,62,69
57,53,66,68
57,59,68,66
57,66,69,63
57,72,68,60
57,75,67,58
58,74,65,55
58,70,62,54
58,64,60,54
57,61,58,54
56,59,57,55
55,58,57,56
54,56,58,57
55,53,59,59
56,50,60,62
57,47,62,65
58,46,62,68
58,46,62,67
56,48,62,63
53,49,61,56
52,50,60,48
52,50,61,43
55,52,62,43
57,55,64,48
59,62,63,56
58,71,60,64
56,77,55,69
54,78,51,69
53,73,51,65
54,63,54,59
55,54,60,55
57,51,65,54
59,55,67,58
59,62,66,66
58,67,63,73
56,63,61,76
56,53,61,75
57,43,62,69
59,39,62,62
61,43,63,57
61,51,63,56
61,57,64,58
59,57,65,61
58,52,65,63
57,44,64,62
57,40,60,61
57,39,57,62
57,43,56,64
57,48,56,67
58,54,57,69
59,59,57,68
60,60,57,64
60,58,57,60
59,55,58,57
58,55,60,58
56,59,62,62
54,68,62,66
53,78,61,69
52,84,60,69
51,82,59,67
51,72,59,64
52,61,61,61
53,54,63,60
55,53,65,60
56,57,66,61
56,60,66,63
55,61,66,65
54,61,64,66
55,62,62,67
56,63,60,66
58,64,61,63
61,58,63,60
62,45,65,58
63,28,67,58
63,17,67,61
62,17,66,64
62,31,65,66
61,52,65,65
61,72,64,62
61,84,63,57
61,84,62,53
61,78,61,52
59,70,62,53
56,66,64,56
54,65,67,59
52,63,67,61
51,60,65,60
52,53,61,58
53,48,58,56
53,47,57,54
54,51,59,54
54,58,62,56
55,64,64,60
56,64,63,62
57,57,61,62
59,48,59,60
61,41,60,57
62,41,63,55
63,48,66,55
62,57,66,58
62,62,63,61
61,60,58,62
61,52,54,60
61,42,54,55
61,35,56,50
60,34,60,47
59,38,63,48
58,44,65,51
57,48,65,54
56,51,64,57
55,53,62,58
54,56,61,58
53,61,59,56
52,66,57,54
53,67,56,53
54,62,56,53
56,53,58,55
57,43,62,58
58,37,65,60
58,36,67,61
56,42,66,60
56,49,64,60
56,55,62,60
58,58,60,63
60,57,60,66
61,57,61,69
60,60,63,69
57,65,64,66
55,70,62,59
54,75,59,53
54,77,55,48
55,77,52,47
56,74,52,50
55,70,54,55
53,68,58,61
51,70,61,65
51,74,62,67
52,80,63,66
54,85,61,65
55,86,59,64
57,81,56,63
58,72,55,64
59,63,55,64
59,55,58,65
58,51,62,65
58,51,66,65
57,53,67,64
56,56,65,63
56,58,63,60
56,58,61,57
57,55,61,53
58,50,62,50
58,45,63,52
57,42,61,56
56,42,58,61
56,47,53,64
57,54,49,64
58,62,49,62
59,68,53,60
58,69,60,60
58,65,68,62
57,59,73,65
57,55,73,67
58,53,70,65
58,55,64,61
57,59,60,56
55,63,57,52
54,63,57,51
55,59,58,53
56,52,58,56
58,46,58,58
59,43,58,59
59,45,58,60
58,52,58,61
57,59,59,62
57,65,59,64
58,67,60,64
58,65,60,64
57,62,62,63
55,58,63,60
53,55,64,59
54,53,63,58
57,52,62,59
61,52,60,60
63,53,58,60
63,54,58,60
59,55,60,59
54,57,61,59
51,61,61,60
51,67,60,62
54,75,59,66
59,82,59,69
63,84,59,71
64,81,61,72
62,74,62,71
59,66,61,70
56,62,61,68
55,63,60,66
56,68,61,63
57,73,64,58
57,75,68,54
56,72,71,51
56,64,72,51
57,55,69,53
58,48,65,57
59,46,61,59
58,48,58,58
56,54,59,55
54,59,63,51
54,59,67,50
56,54,69,52
60,46,68,58
64,38,65,64
65,34,61,68
63,35,59,69
59,38,58,67
56,41,59,64
55,42,60,62
56,42,59,62
59,41,57,63
61,41,56,65
61,44,56,65
59,47,57,64
55,52,59,62
53,57,60,61
52,62,60,61
54,67,58,61
57,68,56,61
60,65,56,60
62,59,58,59
61,52,61,59
60,48,64,60
58,48,66,63
56,52,67,64
55,57,66,62
55,61,64,56
54,63,62,50
55,63,62,46
55,59,62,48
55,53,64,55
55,47,65,66
54,44,64,74
53,48,62,75
52,57,60,70
52,66,59,61
55,70,60,53
58,64,62,50
61,53,63,53
62,42,63,59
61,39,61,64
59,47,58,66
56,63,57,63
53,78,57,58
53,85,58,53
55,80,59,51
57,64,60,53
59,44,60,56
60,31,59,58
60,32,58,58
59,47,59,54
58,69,61,52
57,87,63,52
57,92,66,57
57,83,67,64
57,66,68,69
56,52,68,70
54,47,67,66
52,52,65,61
51,62,62,57
51,69,58,57
53,70,55,61
55,63,53,65
57,54,54,66
58,46,56,63
58,44,58,58
57,46,60,53
56,51,62,51
55,57,63,54
55,61,65,59
56,65,66,66
58,67,66,69
59,68,65,69
59,66,63,65
59,62,60,61
58,55,58,57
58,47,57,57
57,42,57,60
57,42,58,62
56,47,59,64
55,54,60,63
55,60,60,59
55,61,59,55
56,58,58,50
58,54,59,47
60,53,60,45
61,55,62,44
62,57,64,45
62,59,63,48
60,60,60,53
58,60,57,57
55,59,53,60
53,60,52,62
52,62,54,63
53,65,58,66
57,66,61,70
61,65,64,75
63,61,65,77
61,56,64,75
56,51,63,70
51,47,61,63
46,44,60,58
46,41,60,57
48,40,61,59
53,40,62,62
57,41,62,64
60,44,63,63
61,49,63,61
61,57,62,60
61,68,61,60
60,80,61,62
60,87,61,63
61,83,64,63
61,69,66,61
60,51,69,59
59,38,70,58
58,35,70,58
58,45,69,59
57,60,67,61
57,73,65,63
56,79,64,65
55,78,64,65
55,73,63,64
54,66,62,62
55,59,61,60
55,54,60,58
55,50,59,56
55,50,58,56
55,55,57,57
55,63,57,59
55,72,57,60
56,78,57,61
57,77,58,61
57,71,57,59
57,61,57,58
57,51,57,59
58,46,57,60
58,46,58,63
59,50,59,64
60,54,60,63
59,58,59,61
59,59,57,58
57,59,55,55
56,58,55,55
55,57,58,57
56,57,62,61
57,58,67,64
58,60,70,64
58,62,70,61
58,60,65,56
57,56,60,52
57,53,55,52
58,54,54,55
60,59,56,60
62,67,59,65
63,73,61,66
64,75,61,63
63,72,60,57
61,64,59,53
58,54,59,51
57,45,60,54
57,40,60,60
59,42,58,66
60,49,55,69
60,59,53,66
59,69,53,60
56,75,56,53
53,75,60,49
52,70,64,50
53,62,66,55
56,54,66,59
59,48,65,60
59,47,65,59
57,51,65,58
54,57,64,58
52,64,62,61
52,69,59,63
54,69,55,64
57,64,53,62
60,58,54,58
60,54,56,54
59,53,60,52
57,53,63,53
54,54,66,56
52,54,67,60
52,52,67,63
53,48,67,64
54,43,66,65
55,37,65,66
55,32,64,67
54,29,63,68
54,30,62,68
54,37,61,66
56,46,61,63
58,55,61,61
60,62,62,61
61,64,64,63
61,64,66,66
60,62,68,67
59,61,67,65
58,61,65,60
59,60,61,55
60,59,57,51
61,59,55,52
61,62,55,55
60,66,57,60
58,68,60,64
56,64,62,66
55,55,63,66
54,43,63,64
54,34,63,61
53,34,64,59
52,41,65,57
53,53,67,55
56,64,69,54
59,71,69,53
61,71,67,53
62,66,64,54
59,59,60,56
55,53,56,59
50,51,54,62
48,52,54,65
49,56,57,68
52,59,62,71
57,59,67,72
61,56,68,72
62,52,66,70
61,48,63,67
58,46,61,63
57,47,62,61
57,50,63,59
59,53,64,59
61,55,61,58
62,57,57,58
60,60,53,57
56,62,51,57
53,64,54,57
50,64,59,57
51,60,64,58
55,55,68,58
60,51,68,58
65,51,65,58
67,57,61,57
66,67,59,56
64,78,59,56
61,84,62,57
60,83,64,58
60,76,66,59
61,65,65,60
62,55,62,60
61,51,58,60
59,53,55,59
56,58,55,58
54,63,56,58
54,66,58,58
54,66,60,60
55,65,61,63
54,64,61,65
54,63,61,66
54,62,59,64
55,60,57,61
56,57,56,58
58,53,56,57
58,49,56,57
58,47,57,58
58,44,58,58
58,40,58,56
59,35,58,55
60,33,57,55
60,36,57,56
59,48,57,59
57,64,58,62
55,81,60,63
55,92,64,61
56,94,66,57
58,87,68,53
58,73,66,51
57,57,62,53
55,44,58,57
52,39,55,61
51,43,56,63
52,53,58,63
54,64,61,62
56,68,63,60
57,63,63,60
58,53,63,63
57,45,62,66
55,43,61,68
54,48,60,67
54,57,60,64
55,65,60,58
56,69,61,52
57,68,62,47
58,62,62,46
57,54,61,49
54,48,59,54
52,47,58,60
51,49,59,64
52,54,62,66
54,57,66,67
57,55,69,66
59,46,69,65
59,35,66,65
57,27,61,65
54,28,56,66
51,39,53,66
50,57,54,65
52,72,57,63
55,77,61,59
57,71,64,56
59,59,66,55
59,53,66,56
58,59,65,60
57,76,64,64
58,96,63,66
59,107,63,65
59,104,64,61
59,88,64,58
58,65,65,56
57,45,65,56
56,34,65,58
56,35,65,59
56,44,66,59
55,56,66,58
55,66,67,58
55,71,66,59
55,72,66,61
57,68,65,62
58,63,65,63
59,58,64,62
60,56,63,62
60,59,60,62
59,66,57,63
58,75,54,64
59,80,52,64
60,81,52,62
61,77,54,60
62,68,57,59
61,59,60,58
60,50,63,59
59,44,63,60
58,44,62,62
58,50,61,62
58,60,60,61
57,71,59,60
57,78,60,58
57,75,62,58
58,65,63,59
59,52,62,60
59,40,60,61
59,33,57,61
58,33,55,58
57,37,55,56
56,42,57,54
56,46,60,55
55,49,62,60
55,51,61,66
56,53,59,71
56,57,56,73
57,59,54,71
57,58,54,65
57,51,55,59
56,40,56,55
55,31,58,55
54,29,59,58
53,37,61,62
54,51,62,66
56,65,64,68
58,72,64,67
60,70,63,63
61,59,62,60
60,47,60,58
59,39,60,59
57,37,61,62
57,42,63,65
57,50,65,67
58,59,66,67
60,66,66,64
60,71,65,59
60,73,64,54
59,71,63,50
57,63,61,49
56,52,59,50
55,41,58,53
56,34,58,58
56,34,60,61
57,40,62,62
56,50,63,60
56,58,63,55
56,62,62,49
56,62,60,45
58,61,59,45
59,62,59,46
60,67,60,49
59,75,60,53
57,80,61,59
55,78,61,64
54,69,61,70
55,57,60,72
58,48,59,71
61,47,59,67
62,55,59,61
62,66,61,58
60,76,64,58
56,79,66,62
53,76,67,66
51,67,66,67
51,56,64,64
53,46,62,59
56,39,61,54
58,37,60,52
60,37,60,55
61,39,61,60
60,43,61,65
59,48,62,68
57,55,61,67
56,61,61,64
55,64,60,63
54,64,59,63
53,59,59,64
53,52,59,63
54,47,60,60
54,46,61,55
56,52,60,51
57,62,59,49
59,72,57,52
61,77,57,56
62,77,58,60
62,71,61,62
61,64,64,60
60,57,67,57
58,52,69,55
56,50,71,55
55,49,71,58
55,51,70,61
55,55,67,62
56,58,64,62
56,61,61,60
57,63,60,59
58,65,61,60
59,68,63,61
60,73,65,63
60,76,64,63
59,77,62,62
57,74,59,60
55,70,57,58
53,65,57,58
54,63,59,58
56,63,61,60
59,65,61,61
61,65,61,61
61,63,60,60
59,58,59,59
57,55,60,58
55,54,61,57
55,56,62,56
56,59,63,55
57,57,63,55
58,51,62,55
57,41,60,56
55,32,58,59
54,30,57,62
52,35,57,66
