T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
51,78,62,63
53,71,61,60
54,62,59,57
54,55,57,53
55,53,57,49
56,57,57,45
57,67,56,44
58,77,56,47
58,82,55,53
58,76,55,60
58,63,57,65
57,48,60,65
57,40,64,61
57,41,67,55
57,50,68,51
56,59,68,50
56,63,66,51
55,60,64,54
54,53,64,57
54,48,64,58
55,49,66,58
56,54,67,59
56,61,65,60
57,66,63,62
57,69,60,64
57,69,58,63
56,69,59,60
55,69,60,56
54,65,62,53
53,59,62,53
53,51,61,57
55,44,60,61
59,40,59,64
63,41,58,64
65,44,58,62
65,48,59,59
63,49,59,57
59,48,59,57
56,49,60,58
55,54,62,59
56,64,64,60
57,75,66,60
58,81,67,61
58,77,65,62
57,64,62,64
54,48,59,67
51,36,57,69
50,34,58,69
52,42,60,67
54,56,63,63
58,67,66,60
59,70,68,57
58,66,69,56
55,57,69,55
52,50,69,55
50,49,67,57
51,53,64,59
55,58,61,63
59,62,60,65
63,61,61,65
65,57,63,61
65,51,66,57
63,46,68,54
61,44,68,55
58,46,66,58
57,53,63,64
56,64,61,68
55,73,61,69
53,78,62,68
51,73,63,65
50,61,62,62
51,46,59,61
53,34,55,60
54,31,52,61
54,36,52,61
53,48,55,61
53,60,59,61
53,68,63,61
55,71,65,63
56,70,64,66
56,68,63,70
55,68,60,73
54,71,59,75
53,75,60,75
55,77,62,73
58,76,65,69
61,71,67,64
63,63,67,60
62,55,64,58
60,51,60,59
57,50,57,61
55,53,56,63
55,56,58,61
56,57,62,56
59,56,65,49
61,54,66,45
62,52,65,45
62,50,61,49
63,49,59,56
62,48,57,62
61,48,59,64
58,49,62,62
55,49,65,58
53,49,67,55
52,48,67,54
52,49,65,56
53,52,62,60
55,58,59,63
57,62,57,65
57,63,56,64
57,59,55,63
55,53,54,60
54,49,55,58
53,48,56,56
53,52,58,55
55,58,60,54
57,63,62,54
59,63,63,56
58,58,61,58
57,50,58,60
54,45,54,62
53,43,52,63
52,47,52,63
52,53,53,61
52,60,56,59
54,64,59,57
56,64,62,55
58,60,62,52
59,55,62,50
59,50,60,49
58,47,57,50
57,46,55,53
57,47,53,57
56,49,53,60
55,52,55,63
53,56,58,64
51,60,63,63
49,62,67,62
49,60,69,62
50,56,69,62
52,50,67,64
53,45,64,63
53,45,61,61
51,49,59,58
49,57,58,54
49,65,59,53
50,71,61,54
53,74,63,58
56,73,64,63
58,70,64,67
58,66,62,69
57,61,61,69
56,54,60,68
55,48,60,67
55,45,60,66
56,49,61,65
58,58,62,64
61,70,62,60
63,80,62,56
65,82,61,51
65,76,60,48
62,64,58,48
58,52,56,51
53,46,55,56
50,50,56,61
50,61,60,64
53,74,64,66
57,83,67,65
61,85,67,62
63,80,64,59
62,70,59,55
60,62,56,53
57,58,56,52
56,58,59,53
55,61,63,57
55,64,65,62
54,63,64,65
54,60,61,66
53,58,58,63
53,60,57,58
54,66,59,54
55,75,63,53
57,82,69,54
59,82,72,58
61,73,71,61
62,60,67,63
62,48,61,63
60,43,55,62
57,46,54,61
55,54,56,60
55,59,61,61
56,59,65,62
58,54,68,64
58,48,69,66
57,45,68,66
54,47,66,65
52,50,64,62
51,51,62,59
53,48,60,56
56,44,58,55
58,43,57,55
58,49,58,56
56,60,58,57
54,72,58,56
53,78,57,55
53,76,55,54
54,65,56,55
57,51,58,57
60,41,62,61
62,40,66,63
63,47,68,64
63,58,67,63
61,68,65,62
58,72,62,62
54,68,59,63
51,59,57,64
49,49,57,63
47,43,58,60
47,42,59,57
49,46,61,56
52,53,63,59
55,62,65,64
56,68,66,69
56,71,67,71
53,70,67,70
51,63,66,65
51,52,65,60
53,39,64,57
59,27,63,57
64,21,62,59
67,24,60,62
65,36,57,64
60,54,53,66
53,72,51,66
49,84,50,65
47,86,52,65
48,77,57,64
50,63,62,62
52,49,65,61
52,41,67,61
52,40,67,60
52,45,65,61
53,52,63,61
56,56,62,62
60,56,62,64
63,53,62,65
65,50,62,65
65,51,62,63
62,55,60,60
58,60,58,58
54,65,57,57
51,65,56,59
50,61,57,61
53,55,59,63
57,53,61,64
62,57,63,62
65,67,63,60
65,76,63,58
62,80,63,57
58,75,63,58
53,65,63,60
51,56,63,61
51,51,63,62
53,52,62,61
56,56,60,61
57,57,58,62
58,54,57,63
59,47,57,65
59,39,58,64
61,36,61,62
62,38,63,58
63,43,64,54
63,49,64,51
61,53,63,51
59,56,62,53
57,56,60,57
57,55,59,60
57,56,59,62
58,57,60,64
59,59,62,65
58,60,64,66
56,60,65,66
53,59,65,64
50,58,64,60
48,59,63,54
49,62,61,50
51,66,61,50
54,68,60,53
56,69,60,59
57,67,60,63
56,64,59,64
54,61,59,61
52,57,59,57
52,52,59,53
52,46,59,52
52,43,60,53
52,46,60,55
52,54,60,56
52,65,60,56
54,72,61,54
56,72,62,52
57,64,63,52
57,54,64,55
55,47,65,58
54,44,63,60
53,47,61,60
53,51,58,58
56,53,56,56
59,53,55,56
61,52,55,57
62,51,57,59
61,56,60,60
59,65,63,59
59,75,66,57
60,81,66,56
62,78,65,58
64,66,62,62
64,52,60,67
61,45,57,69
56,47,57,68
50,60,57,63
47,75,60,58
47,84,62,55
50,85,65,55
54,77,65,58
58,64,64,60
60,54,62,60
60,49,60,59
58,50,58,57
55,54,57,57
53,57,57,60
52,56,58,64
52,53,60,66
53,48,63,65
54,45,65,60
55,44,67,54
55,46,67,51
54,50,64,52
53,54,59,57
52,58,55,63
52,61,52,68
54,64,52,69
57,68,54,67
59,72,57,64
60,76,60,61
58,79,62,58
55,78,63,57
51,70,64,57
49,58,64,56
51,44,63,56
54,34,61,56
58,32,59,58
62,41,57,61
63,59,56,66
62,78,58,70
61,93,61,71
59,96,64,68
59,88,67,62
61,70,68,56
62,50,67,53
61,33,66,53
59,24,65,56
57,24,63,60
54,30,63,63
54,38,63,64
55,47,64,63
58,54,65,62
60,60,65,63
61,65,64,63
59,69,61,64
56,73,59,63
52,75,58,62
49,75,58,61
48,72,59,61
50,64,60,62
55,54,61,64
60,46,62,65
64,43,63,65
66,45,62,65
64,52,61,64
59,61,60,62
53,68,58,60
47,72,58,59
43,72,58,58
41,67,59,59
43,59,58,60
46,51,58,62
50,46,57,63
54,45,58,63
55,49,59,62
56,54,61,61
55,58,62,61
56,60,62,61
56,62,61,63
56,62,60,65
55,62,60,66
53,60,62,67
53,61,64,66
54,64,66,63
58,69,66,59
63,73,66,54
66,73,66,50
67,67,65,49
65,59,66,52
63,52,66,56
61,50,66,61
62,54,64,63
64,60,60,62
65,65,56,60
64,68,53,58
61,68,53,59
57,66,55,61
54,64,59,64
54,63,62,66
56,60,64,65
60,56,64,62
62,51,62,58
61,46,60,55
58,43,58,53
55,43,57,55
52,44,56,59
51,45,56,63
52,45,56,65
54,43,56,64
56,40,56,60
55,37,57,56
54,34,58,54
53,31,60,55
52,29,61,59
53,30,60,63
54,35,59,65
54,45,57,63
54,58,57,59
54,68,58,55
54,72,60,53
54,70,62,55
54,64,65,58
55,58,66,60
54,55,65,60
54,55,64,58
53,56,63,56
53,57,62,56
53,59,62,58
54,62,62,62
54,66,61,66
56,71,61,68
57,72,61,68
58,67,61,65
60,57,61,63
61,45,60,61
62,39,60,62
60,41,61,63
58,52,64,63
56,64,67,61
55,70,71,58
55,67,72,55
56,56,69,54
56,44,64,55
56,38,59,58
54,41,55,61
52,53,56,62
51,66,59,62
51,74,63,60
51,71,65,58
51,62,65,57
52,52,64,56
53,48,63,57
55,52,63,59
57,61,65,60
58,68,67,61
58,70,67,62
58,66,65,61
58,58,61,60
59,51,57,56
59,48,55,52
58,51,56,48
56,57,59,45
52,65,62,45
50,70,65,48
49,72,65,53
52,69,64,58
56,63,62,61
58,57,61,63
58,52,61,63
56,52,62,62
52,54,63,60
50,57,63,59
50,59,62,57
51,61,59,55
53,63,58,54
54,66,57,54
55,70,58,57
55,74,59,61
56,76,59,64
57,75,59,67
59,73,57,68
62,69,56,66
64,63,56,63
64,55,57,59
63,45,59,56
61,38,60,55
60,37,61,56
59,44,61,58
59,59,61,61
58,74,61,64
56,83,61,65
54,81,61,65
52,69,62,65
52,51,62,65
53,36,63,66
55,30,63,67
57,34,64,67
58,44,63,65
57,56,61,61
55,63,58,58
54,66,54,56
55,64,51,57
57,59,50,59
59,53,52,61
61,47,56,62
60,43,60,63
58,41,63,63
55,42,64,63
53,46,63,62
52,50,61,59
53,53,60,56
55,55,61,54
58,57,63,53
59,59,65,55
60,62,65,59
60,66,64,63
59,70,61,64
58,73,59,64
57,72,59,63
57,67,62,62
57,58,65,61
58,50,68,62
59,44,68,63
60,42,65,64
61,47,61,64
62,56,59,63
63,67,58,61
63,75,59,60
62,77,60,59
59,73,61,58
56,65,61,58
53,58,62,57
51,55,63,58
52,57,64,59
53,62,65,60
56,64,66,61
57,60,66,62
58,51,65,64
57,41,63,66
57,38,61,69
57,43,58,71
57,56,56,71
57,70,55,69
58,82,55,63
58,86,56,56
57,85,58,51
55,79,61,50
53,73,65,53
51,68,67,58
50,68,69,63
50,70,68,66
50,74,66,66
51,77,62,63
51,75,59,59
52,68,57,56
54,57,57,56
56,48,58,58
58,44,60,61
59,46,62,63
59,53,63,64
59,60,62,64
58,61,60,62
58,57,57,61
59,50,56,62
59,42,56,63
59,37,58,64
58,35,61,64
56,37,63,63
53,43,63,61
50,51,61,58
48,60,57,57
48,67,54,57
48,70,53,60
49,68,55,62
50,63,58,63
52,56,61,59
53,51,63,53
54,49,63,47
55,48,63,45
55,47,61,48
54,46,60,56
53,44,59,63
52,43,60,67
53,41,62,66
54,41,63,61
57,42,64,56
59,47,63,54
62,56,62,56
64,69,60,60
64,79,61,63
62,84,63,64
59,79,66,62
55,67,67,60
51,53,67,59
49,44,66,60
49,42,64,61
51,47,63,62
53,54,64,60
55,59,64,58
57,60,64,57
58,57,62,56
58,52,61,57
57,49,61,58
56,48,61,58
55,52,63,57
55,59,64,56
56,68,64,55
58,74,63,55
60,77,62,56
60,75,60,58
59,70,60,60
57,63,59,61
56,57,59,62
55,53,59,63
55,51,60,65
57,50,61,66
59,51,62,67
60,53,63,65
59,57,62,61
57,60,60,56
55,60,58,51
55,57,57,48
56,52,58,49
58,47,60,53
59,47,62,56
58,51,65,59
55,57,66,59
52,59,66,57
50,54,65,57
51,43,61,58
53,30,57,62
55,21,54,67
56,19,52,72
56,28,53,74
56,44,56,73
57,64,60,70
58,81,63,66
60,91,65,64
61,91,66,63
60,82,65,64
60,67,64,65
59,53,61,66
57,42,59,65
55,37,57,63
52,38,56,59
48,46,58,55
45,58,60,51
46,73,63,49
49,86,65,51
53,91,66,54
58,87,64,58
61,74,62,62
61,56,59,66
61,41,57,68
60,34,55,68
60,35,55,67
60,41,55,64
60,49,57,59
61,57,60,54
61,64,63,48
62,68,64,46
62,68,65,47
62,64,65,51
61,56,65,57
59,49,66,62
57,44,66,66
56,43,66,67
57,44,63,66
59,45,59,64
61,45,55,61
61,45,53,60
60,49,53,59
57,57,56,60
55,66,58,60
55,71,60,59
57,72,60,55
60,69,58,50
60,64,55,46
58,60,53,45
55,57,53,47
52,55,55,52
52,56,59,58
54,60,62,62
58,67,63,65
60,73,62,67
60,74,61,67
57,68,60,67
52,59,61,66
48,51,65,63
46,49,68,60
45,54,70,57
47,62,68,55
49,69,64,55
51,69,59,57
53,64,56,60
55,55,55,62
57,48,56,63
58,46,58,63
57,48,61,61
56,54,62,61
53,63,63,61
52,73,63,62
52,79,62,62
53,80,61,63
55,74,60,62
58,66,59,63
59,61,57,64
59,62,55,66
57,70,55,68
54,79,58,68
52,84,63,67
50,81,68,64
50,71,72,59
52,58,72,54
56,50,70,53
59,47,66,55
61,49,63,61
61,53,61,67
60,53,61,70
59,51,61,67
57,49,61,60
56,48,62,53
56,50,62,50
57,52,63,52
59,52,63,58
60,49,64,64
61,46,64,68
61,44,63,67
60,44,63,64
59,47,63,59
57,50,63,56
55,53,62,56
52,56,61,59
50,58,60,61
50,59,59,63
51,57,58,62
54,55,57,59
56,53,58,56
58,55,61,56
59,60,65,59
58,66,69,62
58,70,71,64
58,72,70,63
58,70,64,61
59,66,58,57
58,63,53,55
57,61,52,55
55,62,56,56
52,64,60,56
51,65,64,57
49,63,64,57
48,61,63,58
49,59,60,59
50,62,59,61
51,68,59,62
54,74,60,63
56,76,61,63
57,70,62,62
56,59,62,62
54,50,62,63
52,46,61,65
51,49,60,66
53,55,59,66
57,60,58,65
61,58,58,64
65,49,58,64
65,39,59,65
63,33,60,66
60,36,62,66
58,46,63,64
57,58,63,61
59,67,63,58
60,70,62,57
61,69,61,59
60,68,60,63
59,68,59,67
57,71,58,70
56,71,59,70
55,69,60,66
54,64,63,62
55,59,65,57
55,57,67,54
56,56,65,53
56,53,61,52
57,46,56,51
58,36,51,50
58,29,51,50
59,27,53,50
59,32,58,52
58,42,62,55
56,52,63,59
55,58,61,63
55,60,58,64
56,57,57,63
57,53,58,59
57,49,61,56
57,47,65,56
57,49,69,58
55,53,70,61
54,57,68,61
54,59,64,59
54,58,61,55
54,56,58,52
56,57,57,52
57,61,57,55
59,68,57,60
60,72,57,64
60,70,57,64
59,62,57,60
56,52,56,55
54,46,55,52
52,47,54,52
53,54,53,55
55,62,53,58
57,64,54,60
58,58,57,61
58,46,61,63
55,37,66,64
53,35,67,65
51,42,66,65
51,53,62,63
52,61,59,59
54,63,58,55
56,59,62,51
58,52,67,50
59,48,72,50
59,48,73,52
58,48,70,56
56,48,64,62
55,44,59,67
56,40,57,71
57,37,57,73
59,39,60,72
59,45,63,70
58,55,64,67
55,67,63,63
52,77,62,60
52,82,62,57
54,81,64,56
57,74,66,55
58,66,67,57
56,60,66,60
52,60,65,62
49,66,63,64
47,74,62,63
49,80,62,60
52,79,62,57
55,74,62,57
56,66,60,61
55,59,58,67
53,55,56,71
53,52,56,72
54,50,57,70
56,50,58,65
58,50,59,60
59,50,59,58
59,51,59,58
59,52,58,59
59,53,58,60
59,55,60,60
60,57,63,58
62,59,65,55
62,59,66,53
61,58,64,54
58,55,61,56
54,51,57,58
50,48,55,60
47,45,56,60
46,43,59,58
46,46,63,56
48,54,66,54
50,67,67,53
52,81,66,54
53,91,64,57
54,94,62,61
55,89,61,67
56,79,62,71
58,68,64,72
60,59,64,71
60,55,64,67
58,56,62,64
55,61,60,61
53,67,59,61
53,69,60,61
55,67,62,61
59,61,64,60
62,56,63,58
63,53,61,55
61,56,58,53
59,63,56,52
56,70,57,53
55,72,59,55
55,66,61,57
56,55,63,58
58,46,63,58
58,43,62,57
57,49,60,56
55,58,59,56
54,66,59,57
55,69,61,59
56,67,63,60
59,63,65,60
61,60,66,59
62,60,65,57
62,59,63,54
61,55,60,53
60,48,58,53
60,40,57,55
61,34,58,59
63,32,60,63
64,35,62,66
63,42,65,67
62,49,65,65
59,56,65,62
57,59,63,59
55,61,62,57
55,61,61,55
56,59,61,55
58,55,62,56
60,49,63,57
61,46,63,60
60,47,62,62
57,54,60,64
54,63,58,66
53,71,57,67
53,72,56,68
54,66,57,68
56,59,57,68
56,55,57,69
55,57,58,69
53,63,59,69
51,68,60,67
50,66,61,64
50,56,61,62
51,45,58,61
51,37,55,61
51,37,53,62
52,44,53,63
52,52,54,63
53,59,58,61
54,63,63,60
53,66,67,59
51,69,69,58
51,72,69,57
52,73,68,56
57,73,65,57
61,72,62,59
64,70,59,62
64,69,56,65
62,67,55,68
58,64,55,69
56,61,57,68
55,58,60,66
56,58,63,62
57,60,65,57
57,64,65,53
57,66,63,52
56,65,61,52
56,62,59,55
56,58,58,58
56,54,59,61
57,51,61,62
58,48,63,62
58,44,64,60
59,41,64,58
58,40,64,57
57,43,64,58
55,48,64,60
53,56,63,62
52,63,62,63
54,67,60,62
55,68,58,59
56,67,57,57
55,66,57,57
54,65,57,58
52,66,58,60
52,66,58,62
54,64,58,63
55,60,58,62
56,53,59,60
56,44,60,58
55,36,62,56
55,32,64,57
55,36,64,60
56,45,63,63
56,58,62,65
57,68,61,66
57,70,62,64
57,64,63,61
55,56,63,57
53,51,63,55
50,52,63,55
49,59,62,55
51,66,62,56
54,70,63,56
58,67,64,57
60,59,64,57
59,50,63,57
55,45,62,56
51,44,62,56
49,47,62,55
50,49,63,54
54,50,64,53
58,49,64,52
60,50,64,53
60,52,64,54
59,55,63,57
57,58,62,58
56,56,61,59
56,51,60,58
58,45,60,57
59,40,61,57
59,40,63,58
59,47,64,59
58,58,65,59
58,67,64,58
58,70,62,55
57,65,60,52
57,53,57,50
57,42,54,52
57,37,52,56
58,40,51,63
60,47,52,68
61,53,53,71
60,55,55,72
58,55,57,70
54,55,58,68
51,59,60,68
50,67,62,67
50,74,64,66
51,78,65,63
52,75,65,58
51,66,64,54
50,54,63,53
49,46,63,55
49,45,63,59
50,52,64,62
51,63,63,62
53,73,62,60
54,76,60,57
55,70,57,56
56,59,57,57
57,48,58,59
60,42,61,61
62,43,65,61
64,50,68,59
64,58,70,57
62,65,70,57
59,69,67,59
57,68,62,62
55,63,59,65
54,57,57,66
52,51,58,65
50,49,61,64
49,49,63,62
50,53,64,61
55,58,62,62
59,65,59,62
62,74,57,63
62,84,57,64
58,91,59,65
53,91,63,65
49,83,65,64
49,69,65,64
51,53,63,64
56,43,59,65
62,42,56,66
64,51,56,67
64,63,57,66
60,73,60,63
57,75,62,60
55,70,64,58
56,59,63,59
60,47,62,61
63,40,60,64
65,41,59,66
65,49,61,63
63,60,63,57
61,70,65,49
58,76,64,45
56,74,61,46
54,68,58,52
53,59,55,61
53,53,54,67
54,51,55,69
55,53,57,64
56,56,59,57
57,60,60,51
57,65,59,50
56,68,59,52
55,67,59,56
54,60,59,59
54,51,61,59
55,43,64,58
56,41,65,57
56,48,66,57
57,59,65,60
56,68,63,64
56,68,61,66
55,60,59,67
54,47,57,67
54,36,55,67
54,30,55,66
55,29,55,64
58,32,58,62
61,37,61,59
64,45,64,56
65,53,66,54
64,60,66,55
59,64,65,57
54,65,63,60
51,62,62,64
51,58,62,67
54,56,62,69
58,60,62,69
62,68,61,68
64,78,59,66
63,84,58,64
60,84,58,62
56,77,60,60
53,66,63,58
53,56,67,58
54,49,69,58
57,48,69,60
58,50,67,61
57,56,64,62
55,63,61,60
52,69,60,58
50,72,60,56
49,72,60,56
51,71,61,58
53,71,60,59
57,73,58,59
59,75,55,57
60,75,53,56
59,70,54,54
57,60,56,54
54,50,60,54
52,43,64,54
52,41,66,52
54,43,65,52
56,45,62,55
58,46,59,60
59,44,58,65
58,40,59,69
57,36,62,69
57,34,65,66
57,37,67,64
56,43,67,62
55,52,65,62
53,61,62,62
51,68,61,63
50,70,60,62
51,65,60,60
52,56,59,58
55,45,58,58
58,38,57,59
60,35,56,61
60,37,56,62
59,44,57,61
57,53,60,59
55,62,62,57
54,68,63,54
54,70,62,53
54,67,60,54
53,61,59,57
52,54,58,61
50,51,59,65
50,53,61,66
51,57,63,66
53,61,63,65
54,63,63,64
56,66,62,64
57,70,61,65
58,76,61,66
59,82,62,64
61,82,64,61
62,75,65,55
62,63,66,49
61,50,67,45
57,40,68,43
52,38,67,46
49,42,65,51
47,49,63,57
49,57,60,61
52,63,59,63
55,65,58,62
57,63,58,60
56,61,58,58
54,57,58,58
52,55,58,59
52,54,59,61
53,55,60,63
56,58,62,63
59,62,63,62
59,64,62,60
56,64,61,59
52,62,59,60
48,57,58,63
47,52,59,66
50,48,62,69
56,46,65,70
62,45,66,70
64,44,64,69
63,45,61,65
60,47,57,61
56,51,55,56
54,58,56,53
54,65,59,51
56,69,62,52
59,69,63,54
60,65,62,56
60,58,61,57
57,52,60,57
54,49,59,58
51,51,60,60
51,55,61,61
54,60,63,60
59,64,63,59
64,66,62,57
66,65,60,56
65,62,58,58
61,59,57,62
56,56,58,67
53,54,60,71
52,53,63,71
53,50,65,68
55,48,65,64
56,47,64,60
56,49,64,59
56,55,65,59
58,62,67,59
59,67,68,58
60,68,66,56
60,65,63,55
60,62,59,55
60,61,56,57
60,64,57,59
61,69,59,61
60,73,62,61
59,73,63,60
56,67,63,58
53,56,61,56
52,45,58,55
52,36,56,55
55,33,55,57
58,37,57,58
58,46,59,58
56,56,62,57
53,64,64,56
51,69,63,56
51,71,60,56
54,70,57,58
58,69,55,60
59,67,55,61
59,64,58,62
57,61,62,62
55,59,65,61
55,59,66,61
56,62,65,61
58,63,63,61
60,61,60,61
60,54,58,60
59,45,57,60
57,39,57,59
54,39,59,58
51,46,61,57
49,56,62,56
50,64,62,55
53,64,62,55
56,57,61,57
58,45,61,60
57,36,60,63
54,35,59,65
52,42,57,64
53,56,55,63
56,70,55,60
59,78,56,59
62,80,59,58
61,75,62,57
56,67,65,58
51,59,66,60
48,54,66,63
48,53,65,65
50,55,63,66
52,58,61,65
53,61,59,61
52,62,56,57
51,61,54,55
50,59,53,55
50,56,54,57
53,54,57,61
57,55,60,64
61,58,62,66
63,62,62,66
64,63,62,65
62,60,60,64
59,54,60,64
55,49,61,66
53,48,62,67
53,52,63,69
55,60,65,69
57,68,66,69
59,74,67,67
59,77,67,65
58,78,67,62
56,79,67,60
55,80,67,60
55,78,66,62
56,71,65,65
57,59,63,66
57,46,61,64
58,37,58,61
58,35,56,59
59,42,55,60
60,52,57,64
61,63,60,68
61,70,64,70
61,72,68,67
61,71,70,61
60,67,70,54
59,61,68,49
57,53,64,49
56,46,61,54
55,42,58,60
55,43,56,66
55,47,55,69
55,51,55,67
56,53,56,62
57,55,57,56
57,56,58,52
57,60,60,52
56,65,61,55
56,68,64,59
57,68,66,63
59,63,68,64
60,55,69,62
60,47,69,57
58,42,67,51
55,39,65,48
51,42,62,47
50,48,61,50
53,56,59,56
58,61,58,63
63,61,56,67
65,56,55,69
