T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
60,59,63,66
59,62,64,68
57,55,65,68
56,43,66,67
56,33,64,66
57,30,62,66
59,37,60,69
60,48,58,72
61,58,57,73
61,63,57,72
61,63,58,66
60,61,59,60
58,57,60,56
56,53,61,56
55,50,60,62
54,47,58,69
54,46,57,75
55,48,58,75
56,54,60,69
57,61,64,60
56,68,66,51
55,72,67,45
54,73,66,44
54,71,63,47
55,70,61,53
58,70,61,60
61,71,61,65
64,73,63,67
66,74,64,66
66,74,65,63
64,72,65,59
61,69,63,56
57,66,62,54
55,63,60,55
54,60,58,58
55,58,57,61
55,56,56,63
55,54,55,64
53,52,55,63
50,51,54,62
49,50,54,62
51,50,56,63
55,51,58,64
60,54,61,64
64,58,64,62
64,61,64,60
62,63,64,56
59,62,62,53
57,58,61,52
57,54,60,52
59,51,60,53
60,51,61,55
60,54,62,56
59,58,62,56
57,60,63,55
55,61,63,55
55,60,64,55
57,60,65,57
59,59,66,57
60,57,66,56
59,52,66,54
56,44,64,52
52,35,60,52
50,30,57,53
50,33,55,55
53,45,55,56
57,59,57,56
62,70,60,56
64,73,63,56
64,68,65,58
62,60,65,61
59,55,63,65
57,54,61,67
56,58,59,67
57,63,58,65
58,64,58,62
59,63,59,60
59,59,60,59
59,56,60,58
58,56,60,58
58,60,60,60
58,66,61,62
60,70,62,64
62,69,63,64
62,63,64,62
61,54,64,59
58,47,65,56
54,43,66,55
52,43,66,58
52,47,65,62
54,55,64,65
58,64,63,65
62,71,61,62
64,74,60,57
64,73,60,52
63,70,61,51
61,69,63,54
59,70,63,59
57,71,63,63
57,70,61,64
58,66,60,62
58,60,60,59
58,54,63,56
56,52,66,56
54,54,68,57
53,59,68,58
53,63,65,60
54,64,61,60
55,62,58,61
55,60,58,61
53,59,60,63
52,61,62,65
53,62,64,65
56,61,64,63
59,56,61,60
61,52,57,57
61,49,55,56
58,49,54,57
54,50,56,60
52,51,60,63
52,49,62,64
54,45,63,63
57,42,63,61
60,40,62,60
61,43,61,59
62,51,61,58
61,62,62,57
59,71,63,55
57,77,63,53
56,76,62,53
55,69,59,54
55,59,56,56
56,49,53,59
58,43,52,60
60,41,54,60
62,41,56,60
63,44,59,60
63,46,60,61
63,48,62,61
63,50,63,61
63,54,64,60
61,58,64,60
58,64,62,61
55,67,59,63
53,66,56,64
52,60,54,64
53,51,55,63
56,45,58,62
59,43,62,61
61,46,64,62
62,51,64,64
62,56,61,67
61,59,58,70
60,58,54,72
60,53,53,72
60,47,54,70
61,43,56,65
61,43,59,60
61,48,62,54
60,54,64,51
58,59,64,51
57,62,62,54
56,63,60,57
55,65,59,58
55,67,59,57
55,68,60,55
55,69,62,55
55,68,65,56
55,66,66,58
55,66,67,59
55,66,66,61
55,68,65,62
55,69,63,62
54,69,61,63
55,67,60,63
56,63,60,63
58,58,60,63
60,52,62,63
61,49,64,64
61,48,65,65
58,51,66,64
55,56,65,62
52,62,63,59
50,65,62,57
50,66,62,57
52,65,63,60
55,63,63,64
58,61,63,67
60,61,61,68
59,61,59,66
57,62,58,63
53,62,58,58
50,62,61,55
48,60,64,53
50,55,67,53
54,50,67,54
58,49,64,56
62,54,59,57
62,65,55,58
61,75,53,60
59,79,54,60
59,73,56,60
59,61,57,60
61,50,58,61
63,48,58,61
63,55,59,62
62,68,60,61
60,79,62,60
58,80,65,58
56,73,67,57
56,60,68,57
55,50,67,59
54,47,65,62
53,49,62,65
52,53,60,67
52,53,59,67
53,49,59,65
54,42,60,62
55,37,62,59
56,35,63,57
56,35,63,57
56,36,62,58
57,39,61,60
59,42,60,63
62,47,59,64
63,51,59,65
63,53,59,66
62,50,60,66
60,45,61,65
57,42,63,64
57,45,66,62
57,55,68,59
59,68,69,58
61,78,68,58
61,77,64,60
60,68,59,62
56,56,55,64
54,47,53,64
53,48,52,64
54,56,54,64
58,67,57,64
61,74,58,63
62,73,59,62
61,64,59,60
60,54,58,56
59,47,58,54
60,49,58,53
63,60,58,55
64,75,59,57
63,86,61,57
60,88,62,56
57,80,63,54
54,66,63,53
54,54,63,54
56,47,62,58
60,48,62,62
63,54,62,65
64,58,63,66
61,58,65,63
57,54,65,58
52,49,65,55
50,47,63,54
51,48,60,55
55,51,58,56
60,54,58,57
63,56,59,56
64,57,61,53
63,57,62,50
60,57,63,49
57,57,63,50
55,57,63,53
54,58,64,58
52,58,65,62
49,57,66,65
48,54,65,66
48,51,62,66
52,49,58,64
57,49,55,62
62,50,53,61
64,49,55,60
64,44,59,60
61,39,65,58
58,35,70,56
57,36,71,52
57,42,67,50
58,52,62,52
59,60,57,56
60,66,56,63
60,67,58,69
59,66,62,72
59,63,66,71
59,60,67,67
58,59,66,61
57,58,63,56
56,60,60,54
54,62,57,55
54,67,55,58
54,71,54,61
54,76,54,64
54,79,55,64
55,79,56,63
55,75,57,62
55,67,57,61
55,57,57,62
56,49,57,64
57,47,58,67
60,51,60,68
62,58,61,67
62,64,63,63
60,66,64,58
57,63,64,55
54,56,65,54
53,49,66,55
54,44,68,58
55,45,69,60
57,49,69,59
58,56,68,58
58,65,67,56
57,74,65,55
57,81,63,54
56,85,61,55
56,84,60,55
56,77,59,56
56,67,59,56
56,57,59,56
56,52,60,57
56,53,61,57
55,60,61,57
54,69,61,56
53,74,60,57
53,73,58,57
53,66,56,58
54,58,55,59
55,55,54,61
56,60,54,63
56,68,55,65
57,73,58,66
58,69,61,67
59,56,64,66
61,40,66,64
64,31,66,64
64,33,66,64
63,44,66,65
60,59,65,65
58,70,65,63
56,73,63,59
58,70,60,55
61,64,58,52
64,60,58,51
65,57,60,53
62,57,62,57
58,58,63,61
54,58,63,63
52,58,62,63
54,57,62,61
57,56,61,58
61,55,62,56
62,53,64,55
61,50,65,57
60,45,66,60
58,40,66,64
59,35,64,69
61,34,62,73
62,35,59,74
62,38,57,71
60,42,55,64
57,47,55,57
56,53,56,51
56,60,58,49
58,65,60,53
61,67,59,59
61,65,57,64
61,59,55,66
59,54,54,64
59,52,54,61
60,55,57,57
61,59,60,56
62,63,63,57
62,63,65,61
60,60,65,64
58,56,65,67
56,54,64,69
54,55,63,67
53,59,64,63
52,62,64,58
53,61,63,54
55,56,62,53
57,49,61,55
58,44,59,60
59,44,59,64
59,49,60,66
59,57,60,64
60,65,60,59
61,69,59,54
62,69,58,52
62,67,56,54
61,66,56,60
58,68,57,66
56,72,60,69
54,78,63,68
54,82,65,64
55,82,64,61
57,77,62,59
59,66,59,61
61,52,57,64
62,39,57,68
63,31,60,69
62,30,64,70
59,35,65,69
57,44,65,68
55,51,61,66
54,55,57,63
55,55,55,59
57,50,56,57
59,45,58,57
59,40,62,59
57,37,63,61
54,38,63,62
50,40,62,61
48,43,61,60
47,46,62,58
49,50,64,59
51,55,67,60
54,61,68,61
57,67,68,61
59,70,66,59
59,68,64,57
58,61,62,55
57,51,61,55
55,40,59,56
53,34,58,57
53,34,56,57
53,41,55,58
54,53,55,58
55,66,56,60
56,74,59,61
56,78,61,61
55,77,63,60
54,74,64,59
54,73,63,57
54,72,61,56
54,72,60,56
55,70,59,54
55,67,59,52
56,63,60,49
56,59,61,48
56,57,62,49
57,58,62,55
59,59,62,61
60,59,61,66
61,54,60,67
61,47,60,62
60,40,59,54
57,36,60,48
55,39,62,46
55,47,65,50
56,58,67,55
59,66,68,60
60,68,68,62
59,64,67,62
57,56,64,61
54,53,62,61
53,56,61,61
55,68,59,60
59,81,59,59
62,90,60,59
63,91,61,59
62,84,63,61
60,73,64,64
57,62,65,66
56,55,65,65
57,51,64,63
59,53,61,59
61,60,57,55
62,70,55,52
61,78,54,52
60,81,56,55
59,75,60,58
59,62,64,62
60,45,67,64
60,30,66,63
59,20,62,61
57,20,57,57
54,29,53,54
52,42,52,54
51,55,55,57
53,62,59,61
56,62,63,65
59,56,64,65
62,50,63,63
62,47,61,60
62,47,60,58
61,49,60,58
61,53,61,61
62,58,63,64
63,63,63,67
63,67,61,68
61,72,56,67
57,78,52,66
55,82,51,64
55,84,53,61
56,81,57,59
59,74,62,58
62,66,64,58
62,60,63,60
61,59,61,62
59,62,58,63
58,64,58,64
58,65,60,63
58,62,64,63
58,57,68,63
58,53,70,63
56,52,69,61
55,53,66,59
54,53,62,57
54,52,60,57
55,50,60,59
56,48,61,64
57,45,63,69
58,44,64,72
59,43,64,72
60,44,62,68
59,47,60,63
58,50,58,57
57,51,58,53
55,49,58,52
53,44,60,54
52,40,61,58
53,41,61,62
54,49,61,65
57,61,62,67
60,73,63,68
62,78,63,67
64,77,63,65
64,71,63,62
63,65,64,60
60,63,66,59
58,64,68,58
58,66,69,57
58,65,68,56
59,62,65,55
59,59,62,55
57,59,60,56
56,62,60,56
55,66,61,55
55,66,62,53
56,62,60,51
58,54,58,51
58,48,56,53
57,47,55,58
56,54,56,63
55,66,58,66
54,77,59,67
54,82,58,65
54,77,56,61
54,65,54,57
55,51,53,55
56,42,54,55
57,39,56,58
57,43,58,61
57,50,59,64
57,56,60,66
57,60,60,65
59,62,60,63
60,62,61,59
62,59,62,57
62,53,64,57
62,44,65,60
61,36,66,65
59,30,66,70
57,30,65,73
56,36,64,72
55,47,63,69
54,58,63,64
54,66,63,59
55,70,62,57
56,69,60,56
56,68,58,58
56,68,57,58
55,71,57,58
52,73,59,56
49,72,61,52
49,66,61,49
50,55,59,48
55,45,55,49
61,38,53,52
66,38,52,56
68,45,54,60
66,58,58,64
62,71,64,66
58,79,69,66
55,79,72,64
54,68,73,61
56,51,69,58
59,35,64,57
60,24,59,56
60,23,56,57
57,29,57,57
55,40,59,57
54,53,62,57
53,64,63,57
53,69,62,59
53,70,61,61
52,66,60,63
53,61,62,63
56,58,64,61
60,57,66,56
64,58,66,53
66,59,65,52
65,59,64,55
62,58,64,59
60,57,65,62
58,57,66,63
58,59,67,60
58,64,66,56
58,68,64,53
58,69,62,52
56,64,61,54
55,55,61,57
55,46,62,60
55,42,63,62
55,49,64,62
55,63,65,61
54,79,65,60
54,90,64,59
54,91,62,60
54,83,60,61
56,71,59,64
58,59,59,66
59,54,59,67
61,55,58,66
61,61,57,63
61,66,55,59
60,65,54,55
58,59,55,54
56,49,57,55
54,43,60,59
55,45,62,64
56,53,62,68
57,62,60,69
59,66,58,67
59,62,57,63
60,53,57,59
60,45,57,57
60,42,58,56
59,45,58,58
58,52,56,60
59,57,54,61
61,58,54,62
64,54,56,61
65,49,59,60
65,44,63,59
63,42,67,59
60,43,69,59
57,47,69,59
55,53,66,59
55,59,61,59
57,61,56,60
58,59,53,63
59,51,53,67
59,40,54,69
59,32,57,70
58,30,59,69
57,35,59,67
57,45,58,65
58,55,58,64
60,61,60,63
62,63,63,63
64,61,66,62
65,61,67,62
65,62,66,61
63,66,64,61
61,70,62,61
58,71,62,62
56,71,62,63
54,70,62,64
52,69,62,65
51,70,59,64
51,70,55,63
53,69,51,62
55,66,50,60
57,61,53,59
58,56,58,58
57,52,64,58
55,49,69,57
54,47,70,57
53,45,68,57
53,44,65,59
55,46,63,61
56,51,61,63
57,57,61,63
57,61,61,62
57,62,60,61
57,60,59,60
56,58,59,59
54,58,59,56
53,57,59,53
53,57,61,49
54,57,64,46
56,57,67,46
57,60,68,50
56,66,67,56
54,73,65,62
52,78,62,64
50,79,59,63
51,76,58,59
54,73,59,55
57,72,62,52
60,74,65,52
60,76,65,54
58,74,63,56
56,68,60,58
55,58,58,59
55,51,57,59
57,50,58,58
60,55,60,58
61,62,62,58
60,65,63,60
58,60,64,62
57,52,64,64
56,45,63,64
57,44,61,63
60,48,61,60
62,55,61,57
64,58,63,56
63,58,65,56
61,56,66,59
59,54,65,62
58,53,63,64
58,51,60,65
59,46,58,65
59,39,57,63
58,33,59,61
57,34,61,59
57,43,64,58
57,57,65,57
58,69,65,56
58,73,63,56
57,69,62,55
57,60,62,55
56,53,65,55
56,51,68,55
57,55,70,56
58,61,70,58
59,67,69,59
59,71,68,61
58,73,68,62
56,71,67,64
55,65,64,65
55,57,60,65
58,50,56,62
61,46,54,58
63,45,53,57
63,47,53,58
62,50,54,63
61,53,55,68
60,58,56,71
60,65,56,69
60,73,58,63
60,77,60,57
58,76,62,53
55,69,64,53
54,57,65,56
55,45,64,59
56,37,63,62
59,36,61,63
59,40,60,64
58,47,58,65
55,53,57,66
51,54,58,66
48,53,59,63
47,52,60,59
48,57,61,56
51,68,61,55
54,80,60,58
57,88,61,62
58,86,62,65
58,76,63,67
57,64,63,65
55,58,62,61
55,60,59,57
56,67,56,55
57,75,55,55
59,77,55,57
60,70,57,60
60,57,58,62
60,44,59,64
60,35,58,65
61,34,57,66
60,40,57,67
59,50,60,69
58,59,64,70
58,64,68,70
60,63,69,68
63,57,66,66
65,48,60,64
65,40,55,62
64,36,52,60
61,39,53,59
59,49,58,58
60,62,64,57
62,73,68,58
64,78,69,59
64,74,67,61
62,64,63,62
59,53,60,62
56,44,59,63
55,41,58,62
56,43,57,59
58,50,55,55
61,58,53,52
62,64,53,51
61,66,55,54
58,64,58,60
53,59,61,66
49,52,63,70
47,45,64,70
48,41,65,66
52,43,66,60
56,48,66,55
60,52,65,53
62,52,63,54
62,47,62,58
62,40,62,60
60,37,64,61
58,40,66,59
56,50,65,57
54,61,62,54
52,69,57,53
51,69,54,54
50,65,54,56
51,62,57,60
51,63,62,62
52,67,66,62
53,69,68,60
53,67,68,56
54,58,66,52
56,47,65,50
59,40,63,51
61,41,61,53
62,49,59,56
61,60,58,58
58,69,58,59
55,72,59,58
54,69,60,58
54,63,61,58
56,59,60,57
59,60,59,57
60,68,58,57
61,78,59,56
61,84,60,56
60,80,61,56
59,65,62,57
58,44,63,58
58,26,63,58
57,18,64,57
56,23,65,56
55,37,66,55
56,54,66,56
59,66,64,58
63,74,62,61
66,79,59,63
68,81,57,65
67,81,57,64
64,79,58,63
61,73,60,63
58,63,61,65
56,52,62,67
55,44,63,69
55,43,62,69
55,50,61,67
55,59,60,64
55,67,59,60
55,70,58,56
56,69,58,53
57,63,59,53
57,56,60,54
56,49,61,58
54,43,62,62
52,41,62,64
51,44,61,62
51,53,60,58
52,64,59,54
54,74,59,52
56,77,61,53
57,71,63,57
58,61,66,63
58,49,68,67
58,42,68,68
57,42,66,66
57,46,62,64
57,51,58,62
58,52,55,63
60,50,55,66
62,48,58,70
64,48,61,72
63,52,65,72
61,60,66,68
58,67,67,64
55,70,66,60
54,67,66,58
56,58,65,58
58,48,64,60
60,41,62,61
60,40,59,60
59,48,55,57
58,59,53,53
56,71,52,51
56,76,53,50
57,71,55,53
58,58,57,56
59,43,59,58
59,33,61,59
58,34,61,59
56,45,62,59
56,59,63,60
56,72,65,61
56,78,66,64
56,78,66,65
54,75,64,66
52,71,61,65
51,68,58,63
51,65,56,63
53,64,55,64
56,62,55,66
58,59,55,68
59,53,55,67
59,47,56,64
57,44,57,60
56,46,59,56
56,55,62,54
57,68,64,54
60,80,67,57
63,86,68,60
64,83,67,62
64,73,65,64
62,60,63,63
59,50,60,61
58,46,58,59
58,47,57,57
59,52,58,57
60,58,58,59
60,66,59,62
60,72,60,64
60,75,61,65
59,74,62,63
59,70,62,60
59,66,61,57
58,64,59,56
57,64,58,57
56,63,59,60
54,58,60,62
54,50,61,61
54,41,61,58
56,37,61,55
58,38,59,53
60,45,58,54
63,53,59,58
64,57,61,63
65,57,64,67
64,54,64,68
63,51,63,66
60,51,60,62
58,53,59,60
56,56,60,60
56,57,64,63
57,58,68,67
59,57,70,69
59,57,70,68
58,59,67,65
57,61,64,60
56,62,62,56
55,59,63,54
56,53,64,55
57,48,66,56
57,49,65,56
56,56,62,56
54,68,58,55
53,78,57,54
53,78,59,53
55,68,63,55
57,52,67,57
59,39,70,61
60,35,71,64
59,42,68,66
58,55,65,66
57,66,61,63
56,72,58,60
56,72,57,56
56,68,57,53
57,63,59,53
57,61,61,55
58,59,62,59
59,58,61,61
60,56,59,60
61,51,57,56
61,46,57,51
59,43,57,47
57,45,60,48
56,51,62,52
55,59,62,58
54,65,60,63
55,64,56,64
55,57,53,61
55,46,53,56
55,39,56,54
56,39,62,56
56,47,69,63
56,59,72,70
57,69,71,74
58,72,65,73
59,66,58,67
60,54,52,60
60,42,50,56
59,36,53,57
59,39,58,61
58,51,63,64
57,66,65,64
55,78,65,61
54,81,62,56
54,75,59,53
55,62,58,53
56,50,58,54
58,42,59,57
59,40,61,59
59,43,62,60
59,46,63,61
59,48,63,61
59,48,62,60
59,48,61,57
58,50,60,54
58,52,60,53
57,54,61,55
56,54,61,59
55,50,61,64
55,44,60,67
55,40,59,66
57,41,60,63
59,47,61,59
60,58,63,57
59,68,65,58
58,76,66,60
56,79,66,62
56,76,65,62
56,70,63,61
58,60,60,58
60,50,58,54
62,42,56,51
63,39,55,51
63,42,56,53
62,51,58,57
60,64,61,62
57,76,63,65
54,85,64,66
52,89,64,65
51,87,64,61
52,82,64,57
53,75,63,56
54,68,63,58
54,63,62,62
54,59,60,66
53,54,60,66
53,49,61,63
54,45,63,59
55,45,65,56
57,50,65,57
58,60,65,60
58,71,63,65
58,78,61,69
58,78,60,71
58,73,59,69
57,64,59,66
57,55,59,64
57,46,58,62
58,41,57,62
58,41,56,62
59,46,56,63
59,54,57,63
60,62,59,62
61,67,62,60
62,67,63,58
63,63,64,56
63,59,64,56
61,55,63,57
59,51,62,60
56,48,61,63
54,45,61,65
54,45,60,67
56,48,60,67
57,54,61,67
59,61,61,67
60,68,61,65
60,75,62,62
59,80,62,60
59,82,63,59
60,80,62,59
60,72,60,61
61,60,58,63
62,48,55,63
61,38,53,62
60,33,53,60
59,34,56,57
57,40,61,56
55,47,65,56
54,53,67,58
53,56,67,62
53,57,64,66
55,59,61,69
57,62,60,70
59,65,60,68
61,68,61,65
61,69,62,60
60,67,61,56
56,64,59,53
54,60,57,53
53,54,56,54
55,47,56,57
58,42,57,59
62,38,58,59
64,37,59,57
63,38,61,56
60,44,62,57
56,53,63,59
54,64,64,61
53,75,65,62
54,83,64,61
55,84,63,58
57,75,62,55
58,62,60,52
