T4 Fan Factor,T3 Fan Factor,T2 Fan Factor,T1 Fan Factor
59,59,55,66
59,55,54,65
56,52,56,62
53,51,60,58
50,51,63,55
49,52,64,54
50,53,64,54
53,53,62,53
55,52,61,51
57,52,61,47
57,53,62,44
56,57,62,44
55,63,61,47
55,70,60,54
56,76,58,60
58,79,56,65
60,78,56,66
61,75,58,66
61,70,61,66
61,64,66,67
60,59,69,69
58,55,70,71
57,51,68,70
57,47,64,67
57,45,59,60
56,43,56,54
54,41,54,49
52,39,52,49
51,39,52,53
52,44,54,57
55,57,57,61
59,73,61,63
62,86,64,65
62,89,65,66
61,80,64,68
59,63,61,69
58,47,59,70
57,38,58,69
59,38,59,67
59,45,61,64
59,52,62,61
58,54,62,59
56,52,59,57
55,45,56,56
56,41,53,56
58,43,53,57
60,54,55,58
62,68,58,60
62,80,60,61
61,85,60,61
59,81,58,59
58,73,55,56
57,65,54,53
57,61,55,50
58,60,58,49
59,60,63,52
60,59,66,55
61,57,69,59
60,54,68,60
58,53,65,59
56,54,61,57
55,58,58,57
55,62,56,58
56,65,55,61
56,67,57,64
57,67,58,67
57,67,60,69
57,66,61,70
57,65,63,71
58,64,64,71
58,63,66,72
57,64,66,72
56,65,65,71
55,67,64,69
55,67,63,66
55,66,63,63
56,61,63,60
57,52,65,57
57,42,66,55
56,37,66,53
54,39,64,51
52,49,61,51
50,60,58,52
50,67,57,54
52,64,57,57
55,55,59,60
58,44,60,61
61,39,60,62
62,41,60,62
62,49,61,62
60,57,62,62
57,60,64,64
54,57,66,66
51,50,66,67
50,43,64,68
51,40,62,68
53,42,60,66
56,47,59,65
59,53,59,64
60,57,61,64
60,57,63,65
59,57,64,66
58,56,65,65
59,57,65,63
61,61,64,59
62,65,62,54
61,66,59,52
59,65,57,52
55,62,56,55
53,60,57,58
53,62,59,59
55,67,61,58
59,72,63,56
62,73,63,55
62,69,63,55
60,62,61,58
56,53,59,60
54,48,58,62
53,48,57,63
54,54,58,62
56,61,59,62
58,64,61,62
60,61,62,62
60,53,62,61
59,46,62,58
59,45,62,53
59,53,62,48
60,66,62,46
59,78,61,47
58,80,59,52
56,71,56,59
55,54,54,64
54,37,53,65
55,29,54,63
56,33,56,58
58,47,59,54
59,62,61,54
59,70,62,57
58,70,62,60
56,65,62,63
54,61,62,63
53,60,62,61
53,61,62,58
53,60,61,57
53,55,60,57
54,47,60,58
53,40,60,58
53,38,61,57
54,42,62,56
56,51,63,56
59,60,63,57
61,66,63,59
62,68,64,61
60,66,64,61
58,63,65,59
55,61,66,58
54,60,66,57
55,59,66,57
57,57,66,57
60,52,65,58
61,44,64,59
61,37,63,61
59,34,64,63
58,38,65,63
56,49,66,62
55,61,65,61
55,71,64,59
55,73,61,57
55,68,60,56
56,58,61,56
56,47,63,57
56,42,65,58
56,44,65,60
54,53,63,60
52,64,60,60
51,71,58,60
51,69,58,60
53,62,60,62
55,55,64,63
57,55,67,65
58,62,68,66
58,75,66,66
58,86,62,65
58,87,58,64
58,78,55,63
58,61,54,63
59,44,55,62
60,35,57,60
61,39,59,59
60,53,60,59
58,70,60,60
57,81,59,61
57,81,57,63
58,70,56,64
61,57,56,64
65,47,57,63
67,46,59,63
68,51,61,63
67,56,63,64
66,57,64,64
64,53,63,63
62,46,61,61
60,41,58,59
58,42,57,58
56,51,58,59
55,62,61,60
54,71,65,60
54,73,67,59
54,68,66,57
55,60,63,55
56,53,60,56
56,51,59,59
55,52,59,64
53,57,61,67
52,62,62,68
51,65,62,66
51,65,60,61
51,57,58,58
52,43,57,55
52,27,58,56
51,16,59,57
52,15,60,59
52,28,60,61
52,49,58,62
53,69,54,64
52,82,52,66
52,82,52,68
53,75,55,70
55,65,60,70
58,59,64,66
61,57,65,61
62,59,63,54
61,62,60,50
59,63,58,50
56,65,57,54
55,67,59,58
56,69,60,62
58,71,62,62
60,71,63,59
62,68,65,56
62,63,66,55
62,56,68,57
62,49,67,60
62,44,66,63
62,43,63,64
62,46,60,63
61,51,60,60
59,54,61,58
58,54,63,57
57,51,65,58
56,50,65,59
56,52,63,59
55,58,61,58
55,65,60,55
54,70,60,52
54,70,62,50
54,67,64,51
56,65,65,53
57,65,64,58
59,66,62,63
59,65,60,65
58,61,59,65
58,54,58,63
58,48,58,59
59,45,59,56
60,47,58,54
59,54,57,56
58,62,55,60
57,66,53,64
57,65,54,67
58,59,56,66
61,52,58,61
63,47,60,55
63,44,60,52
62,44,59,51
59,44,59,53
57,45,59,57
57,46,60,61
57,47,60,63
58,50,60,64
58,55,60,63
57,62,59,62
56,69,60,62
55,73,62,62
55,76,64,62
56,76,67,63
58,74,68,63
60,67,68,62
60,57,67,61
58,46,65,61
56,37,63,62
55,34,62,63
55,38,62,62
55,47,61,59
55,57,61,55
54,64,60,50
53,65,61,48
52,63,63,50
51,59,65,56
52,56,67,62
53,55,67,68
54,56,66,70
55,59,64,69
55,64,63,66
55,69,61,65
55,73,60,65
55,76,59,67
56,76,58,69
57,73,59,70
58,70,61,70
58,67,62,68
58,64,62,64
57,60,61,58
55,54,59,53
54,48,58,49
52,45,58,49
52,46,60,51
54,54,63,54
56,64,65,56
58,73,65,58
59,78,64,59
59,76,62,59
58,69,61,58
57,63,59,56
56,61,59,55
57,62,59,55
58,65,60,57
59,65,61,60
58,61,61,65
57,56,61,68
57,52,61,70
57,52,61,69
57,52,62,68
58,50,64,67
58,44,67,66
58,37,68,66
58,33,68,66
58,38,66,65
59,54,62,63
58,74,57,60
57,90,53,57
56,97,51,54
55,91,51,53
56,77,52,56
58,62,56,60
60,52,60,64
62,50,63,67
62,56,64,68
60,63,64,66
58,67,62,63
57,64,60,60
56,56,59,58
55,47,60,55
54,42,61,54
54,42,61,53
53,47,59,53
53,51,57,54
52,52,56,57
52,51,57,58
53,47,59,59
54,46,62,59
56,47,64,59
58,51,64,60
60,54,63,61
62,54,61,62
62,52,60,62
62,51,59,61
60,52,59,60
58,55,60,60
56,57,60,60
55,57,59,61
57,56,58,63
59,59,58,64
62,66,59,63
63,73,61,60
61,76,64,57
57,70,66,53
52,56,67,50
48,42,67,49
48,34,67,48
51,36,66,49
55,47,64,50
59,59,62,51
61,66,60,52
60,64,60,54
59,55,61,56
57,45,63,59
57,38,66,62
58,39,68,63
61,46,68,64
63,55,66,62
64,63,64,61
64,65,62,60
62,64,62,59
60,60,63,59
58,55,64,59
57,51,64,59
56,48,61,58
56,47,57,59
57,48,55,61
57,49,56,64
57,51,59,65
56,52,63,66
55,50,66,66
54,46,65,65
54,42,62,65
54,39,58,65
55,40,56,65
57,46,56,64
59,54,57,62
60,62,57,60
59,66,57,60
58,66,55,62
57,61,54,65
56,54,54,66
56,48,55,65
57,47,56,62
58,52,58,59
59,62,59,59
59,73,60,61
57,78,60,64
55,76,60,65
54,66,60,63
54,54,60,57
56,47,61,52
59,47,63,49
60,53,66,50
60,61,69,54
58,65,71,59
56,64,69,63
54,58,66,65
54,53,62,65
55,49,59,64
57,51,58,62
57,56,58,62
57,64,59,62
56,71,60,63
56,76,60,63
58,78,60,62
60,76,60,60
62,72,60,58
63,65,59,56
61,59,59,55
59,54,58,56
55,54,58,57
52,57,58,59
50,63,59,60
50,67,61,61
52,67,63,61
54,63,66,61
57,59,68,60
59,56,68,60
60,55,67,60
60,55,66,61
59,55,65,62
58,56,65,63
57,58,63,63
55,61,61,62
54,64,59,60
54,66,58,58
54,66,58,59
55,65,59,61
56,64,60,63
57,62,60,64
57,60,59,63
57,58,58,61
58,56,58,58
59,55,59,55
59,56,62,52
58,59,65,50
57,62,67,49
55,61,67,50
54,57,66,52
54,52,63,55
56,48,60,57
59,50,58,60
61,56,56,63
62,62,55,66
60,65,56,69
58,61,58,71
56,53,60,73
55,46,62,73
57,46,63,72
59,52,62,69
60,62,61,66
60,69,60,61
58,70,60,55
55,68,61,51
53,65,62,50
53,65,61,51
56,68,59,55
59,71,57,59
63,74,55,63
64,72,55,65
63,68,57,64
61,61,60,62
58,53,62,60
56,46,63,59
55,44,62,60
56,45,61,62
57,50,60,65
58,56,60,66
57,60,61,66
54,61,62,64
51,58,62,60
49,54,62,57
51,51,61,55
55,50,60,55
59,51,59,57
63,52,59,60
64,52,59,64
63,49,58,66
61,44,58,67
58,41,59,65
56,41,61,63
54,45,63,61
53,52,66,59
53,60,68,59
54,64,68,60
54,65,67,61
55,60,64,61
55,53,62,61
54,45,60,60
52,40,60,60
51,40,62,60
50,45,65,60
50,53,67,60
51,63,67,59
53,71,65,58
54,73,62,57
56,69,60,56
58,61,60,53
59,53,61,51
60,50,63,49
60,55,65,49
61,65,65,51
61,75,63,55
61,79,60,58
61,76,56,59
59,70,53,57
58,66,54,53
56,66,56,50
56,70,59,49
56,72,61,50
57,70,61,53
57,63,60,57
57,55,58,60
56,50,58,63
56,50,60,64
56,54,61,63
57,59,61,61
58,62,60,57
58,59,59,54
59,55,58,54
59,50,59,55
59,48,61,58
60,48,63,61
61,49,64,62
61,50,64,62
62,49,63,60
61,45,62,59
59,41,61,58
57,40,60,58
55,43,60,59
54,50,60,60
54,59,61,62
55,68,62,63
56,72,63,64
57,68,64,65
57,58,64,66
58,45,63,66
58,35,61,66
58,33,59,64
59,41,57,61
60,55,57,59
60,72,58,58
58,84,60,59
56,90,63,61
54,88,65,63
52,82,65,64
52,76,64,63
55,72,61,63
58,69,58,63
61,64,57,64
62,56,57,66
61,49,59,67
59,44,60,67
57,42,61,65
56,43,60,63
56,44,60,62
57,46,60,63
57,48,61,65
58,50,63,67
57,53,65,68
57,54,66,67
56,53,66,64
55,48,66,60
54,42,66,56
54,37,65,54
54,38,65,54
56,43,64,56
58,52,63,58
59,60,62,61
60,65,62,63
60,67,63,63
59,65,63,62
57,61,63,59
55,57,61,57
54,53,60,56
53,50,60,57
54,47,61,61
55,44,62,64
57,42,62,66
59,44,59,66
61,51,56,65
61,62,54,64
61,75,55,63
61,86,59,63
60,91,64,65
59,90,68,67
59,84,68,69
59,77,66,69
59,72,63,68
59,73,60,64
58,75,59,60
57,75,58,57
56,68,58,54
54,56,58,53
52,45,57,51
52,42,58,50
52,49,59,50
53,61,60,51
55,72,61,55
58,73,60,59
60,65,58,62
61,54,55,62
61,45,54,60
60,45,55,57
58,49,57,56
56,53,59,57
56,53,59,59
57,49,58,60
59,44,56,61
59,43,55,61
59,48,57,60
57,56,60,60
54,65,64,60
53,69,67,60
52,68,68,59
52,63,66,58
53,57,64,57
54,54,62,56
54,56,61,56
55,60,62,56
56,63,62,57
57,61,62,58
58,55,62,59
59,46,62,59
59,37,63,58
58,33,63,56
57,33,63,55
56,39,61,53
56,49,59,52
56,60,58,51
56,67,60,52
57,69,64,53
57,64,67,56
57,57,67,58
57,49,65,58
56,44,60,57
55,42,55,56
54,43,53,57
54,45,54,59
55,47,58,62
57,50,62,65
59,54,65,64
60,58,65,62
61,62,62,58
60,64,58,55
59,62,56,56
57,57,58,60
55,53,62,64
54,51,66,68
54,55,69,69
53,64,68,68
53,75,65,67
53,83,60,66
53,85,56,66
54,79,55,66
55,67,56,66
56,55,58,66
56,47,61,64
57,49,63,63
58,57,65,62
60,67,66,61
62,73,66,60
64,71,66,58
65,63,64,57
66,55,63,58
65,51,62,61
62,55,62,65
60,63,61,67
58,70,60,68
57,72,58,66
56,68,55,62
56,59,52,60
56,50,52,59
57,46,55,58
59,48,60,57
62,54,66,55
64,61,69,52
65,66,68,49
64,67,65,50
60,66,61,52
55,63,59,56
50,60,60,58
48,57,62,58
48,54,62,56
51,52,61,55
55,53,58,55
57,57,55,56
58,63,54,58
57,70,54,59
56,74,56,58
57,74,58,56
58,71,60,54
60,64,60,55
59,56,59,59
57,48,58,64
54,40,57,67
51,35,57,68
50,33,58,65
50,36,61,63
53,43,64,61
55,51,67,63
57,59,68,65
57,62,69,67
58,62,69,67
58,59,67,65
58,57,64,63
58,56,61,62
57,57,59,63
56,57,60,65
55,55,62,68
55,50,65,69
56,46,68,69
58,46,67,68
59,49,65,68
60,56,62,68
60,61,59,66
59,62,57,64
58,58,56,62
58,51,54,61
58,44,52,61
59,40,52,61
60,40,55,62
61,44,60,61
60,50,64,59
59,56,65,57
58,60,64,56
57,61,61,56
56,59,60,57
57,54,61,56
57,49,64,55
57,46,68,53
56,47,71,52
55,51,71,51
55,56,69,51
54,60,66,50
55,64,63,50
56,66,61,50
57,68,59,52
58,70,58,56
58,71,57,60
58,72,58,62
57,70,59,61
56,66,60,58
56,61,60,54
56,57,60,51
56,59,60,52
56,66,61,56
55,77,64,61
54,87,66,67
54,90,67,70
54,84,66,70
56,72,63,67
57,59,59,64
59,50,56,61
60,49,55,58
61,56,56,58
63,66,58,58
64,73,60,59
65,74,61,60
64,67,61,60
60,56,61,60
56,47,62,59
52,46,63,58
51,53,65,58
51,66,65,60
52,80,64,63
54,88,62,65
55,89,59,66
55,83,59,65
55,72,61,64
55,61,64,63
56,51,65,64
55,44,63,65
55,39,58,65
53,37,52,62
53,37,48,58
53,40,47,55
54,44,49,54
56,48,53,55
58,52,58,58
59,57,62,60
59,64,64,60
58,70,62,58
57,74,58,56
57,72,54,55
57,64,52,56
58,55,54,59
59,48,60,63
59,47,66,65
58,53,71,64
57,62,72,61
57,69,69,59
56,69,64,58
56,61,61,59
56,49,60,61
56,38,60,63
56,30,62,63
55,28,63,62
55,31,62,60
54,35,61,57
53,41,59,56
54,47,57,57
57,52,56,58
61,56,58,60
65,57,60,60
68,54,64,60
69,50,67,58
67,45,68,57
64,42,67,57
61,41,65,58
58,43,63,61
56,47,61,64
56,52,61,66
57,58,62,66
59,61,63,66
60,62,65,65
61,59,66,64
60,55,66,64
58,51,66,62
55,51,65,59
52,53,63,56
51,57,62,54
51,58,61,54
53,57,61,57
55,53,62,62
57,51,63,66
58,53,63,67
59,58,62,65
59,65,62,62
59,70,63,58
59,71,64,55
59,69,65,55
58,65,64,56
57,62,61,58
55,59,57,61
53,56,54,64
52,53,54,66
53,50,56,68
54,49,60,68
56,49,63,67
57,52,64,66
57,54,63,64
57,56,62,62
58,59,60,59
59,63,59,55
61,68,58,52
63,75,58,51
63,79,58,52
60,79,57,54
56,74,57,55
52,66,58,55
49,57,59,54
48,52,60,53
51,50,62,54
55,51,62,56
59,53,63,58
61,53,63,59
60,51,63,59
58,50,63,59
55,51,62,58
53,54,61,59
52,57,60,60
54,58,58,61
56,56,57,62
58,53,57,61
59,51,58,59
58,53,59,58
56,57,59,58
55,62,58,60
55,65,57,64
56,67,56,69
58,66,55,71
59,65,55,71
60,64,57,68
59,64,59,63
57,66,60,60
55,69,62,59
55,71,62,60
55,68,62,62
57,59,61,62
58,47,62,60
59,36,63,58
59,32,64,57
59,38,64,57
59,53,65,60
59,67,64,65
60,74,62,69
60,71,59,70
60,61,58,68
60,52,58,64
59,48,60,59
58,51,63,55
57,58,65,52
57,65,66,51
57,69,65,52
58,69,63,54
58,65,61,60
58,59,59,65
57,52,59,70
56,46,59,73
55,43,59,72
56,44,60,69
57,49,62,65
58,54,65,61
58,60,68,59
57,64,70,56
56,67,70,54
54,69,68,52
53,69,64,51
54,66,59,53
56,60,56,56
58,51,56,60
60,46,57,63
61,48,60,63
60,57,63,61
57,71,64,58
54,82,62,55
51,84,59,54
51,77,55,55
53,64,54,56
56,51,56,56
60,44,60,56
62,44,65,54
62,51,67,53
61,59,67,53
59,65,66,54
57,65,64,55
57,60,64,54
57,56,65,54
58,56,67,54
59,62,68,57
59,69,67,62
57,72,64,65
56,70,60,66
55,63,56,63
54,57,53,58
53,54,53,55
54,57,56,55
55,62,60,58
57,64,63,63
59,61,64,66
59,55,61,66
59,51,57,62
57,50,53,56
56,56,52,51
56,64,55,52
56,68,59,57
56,65,64,64
56,56,65,71
55,44,64,75
53,36,60,74
51,38,56,71
51,48,55,67
52,60,56,64
54,70,59,63
56,71,62,63
59,65,63,64
61,56,62,65
63,50,61,65
64,51,60,65
66,58,60,64
66,67,61,63
66,73,63,63
63,72,63,62
60,67,62,61
58,61,58,58
55,57,55,55
54,55,52,53
54,53,53,52
55,50,57,52
55,46,62,53
55,44,67,53
54,45,70,54
54,49,70,56
54,54,66,57
55,60,63,58
56,65,60,58
56,66,60,55
55,62,62,52
54,52,64,51
52,41,65,52
52,32,64,55
53,32,62,60
56,39,60,62
58,47,60,63
60,50,61,62
60,46,63,60
59,41,64,57
57,40,65,55
56,49,63,54
56,63,61,55
56,76,60,58
58,80,60,62
58,74,62,67
58,61,65,70
57,48,68,69
56,40,69,65
55,39,68,59
57,43,65,54
59,50,62,53
61,58,58,55
62,65,56,59
60,71,54,61
58,72,53,62
55,69,53,60
55,63,54,58
56,58,56,57
58,56,58,59
59,59,60,62
59,64,62,65
58,68,63,67
55,69,62,65
54,68,60,62
55,66,58,59
58,65,57,60
60,64,57,62
61,62,58,65
59,60,60,66
56,57,61,64
53,57,61,61
52,59,60,59
53,63,59,59
56,67,58,63
58,70,59,68
57,71,60,71
54,67,61,71
51,61,59,69
50,55,57,66
51,50,57,66
54,46,59,68
58,44,64,71
60,42,70,73
61,40,73,72
61,40,74,68
60,44,72,62
59,53,69,56
58,66,65,54
58,78,62,55
58,85,61,59
59,82,61,63
59,71,61,66
59,58,60,66
59,50,60,64
58,51,60,61
57,58,60,59
56,66,61,59
56,65,63,60
56,54,63,62
57,38,61,64
58,23,58,63
58,17,55,60
57,21,53,55
55,31,54,50
53,41,56,47
52,47,60,48
54,49,64,51
59,49,65,56
64,50,64,60
67,55,61,62
67,63,58,61
64,73,57,57
60,81,58,54
57,85,60,51
56,81,63,52
56,71,65,56
57,57,65,60
58,45,64,65
58,39,63,66
59,42,62,64
59,51,61,60
59,61,60,56
59,66,58,54
60,66,55,55
61,61,52,58
63,57,51,60
64,57,53,60
64,62,56,59
62,70,61,58
59,76,65,59
55,78,68,62
54,74,69,64
55,67,68,65
58,61,65,62
61,57,62,59
62,57,60,57
61,60,57,59
58,62,56,62
56,62,55,66
55,58,56,67
55,54,58,64
58,52,60,59
59,54,62,55
60,56,64,54
59,56,65,56
57,49,64,60
55,39,63,64
53,33,60,65
52,35,58,64
51,48,57,61
51,66,58,58
52,81,60,56
53,85,62,56
53,79,63,57
53,66,62,59
52,54,59,59
52,50,58,57
52,54,58,53
54,61,60,49
56,65,63,48
57,63,65,51
57,56,66,54
56,48,66,58
54,43,66,59
53,42,65,58
54,44,66,55
55,46,67,54
57,48,68,54
59,49,69,56
59,52,68,59
58,56,65,61
55,62,61,61
51,68,58,61
49,73,58,60
49,72,60,58
50,67,64,56
52,58,67,53
54,49,67,52
55,42,65,52
55,40,61,54
54,40,57,57
53,43,55,59
53,48,53,60
54,55,52,60
56,63,52,59
57,69,52,59
57,72,54,60
56,70,57,62
56,65,61,65
56,61,64,68
58,61,65,69
60,66,65,68
61,72,64,65
60,77,64,63
58,77,64,61
56,73,65,61
55,68,66,62
55,65,65,63
56,66,63,63
58,71,62,60
59,74,60,56
60,75,60,51
59,73,61,49
58,67,62,50
58,62,62,55
59,57,60,62
61,53,58,67
62,50,56,69
62,46,55,66
61,39,57,61
58,31,60,56
56,25,63,54
55,25,65,55
55,31,66,60
57,40,67,64
59,49,67,67
61,55,66,68
61,55,65,68
61,52,63,67
59,47,60,68
58,43,59,68
57,41,59,67
58,44,59,65
60,49,59,61
63,55,59,58
64,60,59,55
62,62,59,54
59,63,59,54
55,63,59,56
51,63,59,58
50,64,59,62
52,67,58,65
54,70,58,67
57,71,60,67
59,67,62,67
60,61,64,66
60,54,64,65
60,51,62,65
60,52,58,65
59,55,55,65
59,58,52,66
58,58,52,67
57,58,54,68
56,59,56,67
55,65,59,65
54,74,60,61
54,81,61,57
54,82,63,55
57,76,65,54
60,65,66,54
63,55,66,56
63,51,64,58
62,55,62,61
59,64,59,63
56,72,59,65
54,76,60,65
53,74,62,63
54,70,64,61
54,67,64,58
56,70,63,56
57,76,60,57
59,83,59,60
61,85,58,63
61,82,59,66
60,73,61,67
59,63,62,65
58,56,62,62
58,55,61,59
59,59,59,57
62,65,57,58
63,68,57,61
63,65,58,65
62,57,61,69
59,47,64,70
57,40,66,69
55,37,66,66
56,38,64,62
57,41,62,58
58,43,59,54
58,44,59,52
58,43,60,50
57,43,62,50
56,44,64,52
56,48,64,54
56,53,62,57
57,56,59,60
58,56,57,62
58,54,57,61
57,52,59,58
57,49,62,54
57,47,64,53
57,45,64,53
58,43,62,56
58,41,60,59
57,42,59,60
56,45,60,58
55,49,61,55
53,51,62,53
52,52,62,52
53,52,60,53
54,50,58,54
56,47,58,55
58,43,59,56
58,41,61,55
57,43,62,54
56,50,61,54
54,60,57,55
53,70,54,57
53,75,54,60
54,72,57,63
56,64,62,65
58,52,68,66
59,42,72,66
58,39,72,67
56,46,68,68
54,61,63,68
53,77,58,66
53,87,55,61
53,83,54,57
55,67,55,54
55,47,56,53
56,30,58,55
57,25,59,57
58,32,60,59
59,47,60,59
60,62,60,60
60,71,60,60
59,73,62,61
58,70,63,62
57,64,65,61
56,59,65,60
56,56,65,59
56,54,64,58
55,51,63,58
53,48,63,57
53,46,63,56
52,46,65,54
53,48,66,52
52,51,66,53
52,53,63,57
52,54,61,61
53,55,59,65
55,57,60,66
58,59,63,64
60,61,66,61
61,59,67,60
60,53,66,60
58,46,64,63
56,42,62,66
55,44,62,67
54,52,64,66
53,63,66,64
54,71,67,61
55,72,66,58
57,66,64,58
59,55,62,58
61,44,60,59
61,38,60,60
60,37,60,61
57,44,60,62
54,54,61,64
52,65,61,66
52,75,61,67
54,80,62,67
57,78,62,66
60,72,61,64
61,61,59,62
60,52,56,60
58,47,54,60
56,48,53,60
56,55,53,60
58,65,54,59
60,74,56,57
62,78,58,54
61,76,59,52
58,70,60,54
55,64,61,58
53,60,62,64
53,61,62,69
55,66,63,72
58,73,65,71
61,78,67,66
61,77,68,60
61,69,67,55
59,58,65,54
57,47,61,56
56,44,58,60
56,48,57,62
57,59,56,62
59,71,56,58
60,79,56,54
60,81,56,50
58,78,58,50
